# Type                      | Price  | Qty  | Rar  | Sells  | Buys   | World             | Category            | Material            | Market
---------------------------------------------------------------------------------------------------------------------------------------------
AbbatoirDeed              |    440 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Butcher
ElvenBoots                |     10 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Shoes
Bottle                    |      5 |   15 |    0 | false  | false  | World.None        | Category.Reagent    | Material.None       | Market.Res_AH
BottleOfAcid              |    600 |   15 |   80 | false  | false  | World.None        | Category.Potion     | Material.None       | Market.Alchemy
BottleOil                 |     10 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
Bow                       |     40 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Wood       | Market.Bow
BowlFlour                 |      7 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Mill
BowyerCrate               |    400 |    5 |   75 | false  | false  | World.None        | Category.None       | Material.None       | Market.Bow
BraceletOfBinding         |   3500 |   10 |   90 | false  | false  | World.Lodor       | Category.Rare       | Material.None       | Market.Mage
BreadLoaf                 |      6 |   15 |    0 | false  | false  | World.None        | Category.Tavern     | Material.None       | Market.Mill
BroadcastCrystal          |    256 |   15 |   90 | false  | false  | World.Lodor       | Category.None       | Material.None       | Market.Mage
Broadsword                |     35 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
BrocadeGozaMatEastDeed    |     70 |    0 |    0 | false  | false  | World.Orient      | Category.None       | Material.None       | Market.Monk
BrocadeGozaMatSouthDeed   |     70 |    0 |    0 | false  | false  | World.Orient      | Category.None       | Material.None       | Market.Monk
BrocadeSquareGozaMatEastDeed |     70 |    0 |    0 | false  | false  | World.Orient      | Category.None       | Material.None       | Market.Monk
BrocadeSquareGozaMatSouthDeed |     70 |    0 |    0 | false  | false  | World.Orient      | Category.None       | Material.None       | Market.Monk
BrokenArmoireDeed         |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Carpenter
BrokenBedDeed             |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Carpenter
BrokenBookcaseDeed        |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Carpenter
BrokenChestOfDrawersDeed  |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Carpenter
BrokenCoveredChairDeed    |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Carpenter
BrokenFallenChairDeed     |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Carpenter
BrokenVanityDeed          |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Carpenter
BronzeStatueMaker         |  50000 |    1 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
BrownWellDeed             |    500 |    1 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Home
Bucket                    |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Provisions
Buckler                   |     50 |   15 |    0 | false  | false  | World.None        | Category.Shield     | Material.Metal      | Market.Smith
BuriedBody                |    600 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Evil
BurningScarecrowA         |    290 |    3 |   80 | false  | false  | World.None        | Category.None       | Material.None       | Market.Death
ButcherCrate              |    400 |    5 |   75 | false  | false  | World.None        | Category.None       | Material.None       | Market.Butcher
ButcherKnife              |     14 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Butcher,Market.Smith
Cabbage                   |      5 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
Cake                      |     13 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Cook
CakeMix                   |     30 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Cook
Candelabra                |    280 |    1 |   80 | false  | false  | World.None        | Category.None       | Material.None       | Market.Wax
CandelabraStand           |    420 |    1 |   95 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
TrinketCandle             |      6 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Wax,Market.Provisions,Market.Sage
Candle                    |      6 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Wax,Market.Provisions
CandleLarge               |    140 |    1 |   80 | false  | false  | World.None        | Category.None       | Material.None       | Market.Wax
CandleLong                |    160 |    1 |   80 | false  | false  | World.None        | Category.None       | Material.None       | Market.Wax
CandleReligious           |    240 |    1 |   80 | false  | false  | World.None        | Category.None       | Material.None       | Market.Wax
DDRelicLight1             |      1 |    0 |  200 | false  | false  | World.None        | Category.None       | Material.None       | Market.Art
DDRelicLight2             |      1 |    0 |  200 | false  | false  | World.None        | Category.None       | Material.None       | Market.Art
DDRelicLight3             |      1 |    0 |  200 | false  | false  | World.None        | Category.None       | Material.None       | Market.Art
CandleShort               |    150 |    1 |   80 | false  | false  | World.None        | Category.None       | Material.None       | Market.Wax
CandleSkull               |    190 |    1 |   80 | false  | false  | World.None        | Category.None       | Material.None       | Market.Wax
CandyCane                 |     20 |    3 |    0 | false  | false  | World.None        | Category.Christmas  | Material.None       | Market.None
EmptyCanopicJar           |      1 |    0 |  200 | false  | false  | World.None        | Category.None       | Material.None       | Market.Evil
CanopicJar                |    600 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Undertaker
Cantaloupe                |      6 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
Canteen                   |     10 |    0 |    0 | false  | false  | World.None        | Category.Tavern     | Material.None       | Market.Inn
Cap                       |     10 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Tailor
CarpenterCrate            |    400 |    5 |   75 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
CarpenterTools            |     15 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
Carrot                    |      3 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
CarvedPumpkin             |    200 |    3 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
CarvedPumpkin10           |    500 |    3 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
CarvedPumpkin11           |    500 |    3 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
CarvedPumpkin12           |    500 |    3 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
CarvedPumpkin13           |    500 |    3 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
CarvedPumpkin14           |    500 |    3 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
CarvedPumpkin15           |    500 |    3 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
CarvedPumpkin16           |    500 |    3 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
CarvedPumpkin17           |    500 |    3 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
CarvedPumpkin18           |    500 |    3 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
CarvedPumpkin19           |    500 |    3 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
CarvedPumpkin2            |    200 |    3 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
CarvedPumpkin20           |   5000 |    3 |   80 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Farmer
CarvedPumpkin3            |    500 |    3 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
CarvedPumpkin4            |    500 |    3 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
CarvedPumpkin5            |    500 |    3 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
CarvedPumpkin6            |    500 |    3 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
CarvedPumpkin7            |    500 |    3 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
CarvedPumpkin8            |    500 |    3 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
CarvedPumpkin9            |    500 |    3 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
CeramicMug                |      2 |    5 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Provisions
ChainChest                |    143 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Metal      | Market.Smith
ChainCoif                 |     17 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Metal      | Market.Smith
ChainHatsuburi            |     76 |   15 |    0 | false  | false  | World.Orient      | Category.Armor      | Material.Metal      | Market.Monk,Market.Smith
ChainLegs                 |    149 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Metal      | Market.Smith
Chainsaw                  |    520 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
ChainSkirt                |    149 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Metal      | Market.Smith
ChampionShield            |    231 |   15 |    0 | false  | false  | World.None        | Category.Shield     | Material.Metal      | Market.Smith
ChaosShield               |    256 |   15 |    0 | false  | false  | World.None        | Category.Shield     | Material.Metal      | Market.Smith
CheckerBoard              |    200 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Inn
Checkers                  |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Inn
Checkers2                 |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Inn
CheesePizza               |      8 |   10 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Cook
CheeseWheel               |     21 |   15 |    0 | false  | false  | World.None        | Category.Supply     | Material.None       | Market.Cook
CherryArmoire             |    198 |    1 |   90 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
CherryBlossomTreeDeed     |    540 |    2 |   90 | false  | false  | World.None        | Category.None       | Material.None       | Market.Druid
Chessboard                |    200 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Inn
Chessmen                  |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Inn
Chessmen2                 |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Inn
Chessmen3                 |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Inn
ChickenLeg                |      5 |   15 |    0 | false  | false  | World.None        | Category.Supply     | Material.None       | Market.Cook
ChristmasRobe             |     50 |    3 |    0 | false  | false  | World.None        | Category.Christmas  | Material.None       | Market.None
CinnamonFancyRugDeed      |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Art
CityMap                   |      6 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Cartographer
Claymore                  |     60 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
Cleaver                   |     15 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Butcher,Market.Smith
Cloak                     |      8 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Tailor
Clock                     |     22 |    5 |   95 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
DDRelicClock1             |      1 |    0 |  200 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
DDRelicClock2             |      1 |    0 |  200 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
DDRelicClock3             |      1 |    0 |  200 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
ClockFrame                |     24 |    5 |   80 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
ClockLeft                 |     10 |    5 |   95 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
ClockParts                |      3 |    5 |   80 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
ClockRight                |     10 |    5 |   95 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
ClockworkAssembly         |     30 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
ClosedBarrel              |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Tinker
CloseHelm                 |     18 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Metal      | Market.Smith
Fabric                    |      3 |   15 |    0 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Tailor
FurryFabric               |      6 |   15 |   55 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Tailor
WoolyFabric               |      6 |   15 |   60 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Tailor
ClothCowl                 |     12 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Tailor
SilkFabric                |      9 |   15 |   65 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Tailor
HauntedFabric             |     12 |   15 |   70 | false  | false  | World.Necro       | Category.Resource   | Material.None       | Market.Tailor
ArcticFabric              |     15 |   15 |   75 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Tailor
PyreFabric                |     15 |   15 |   80 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Tailor
VenomousFabric            |     18 |   15 |   85 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Tailor
ClothHood                 |     12 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Tailor
MysteriousFabric          |     21 |   15 |   90 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Tailor
VileFabric                |     24 |   15 |   95 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Tailor
DivineFabric              |     27 |   15 |   96 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Tailor
FiendishFabric            |     30 |   15 |   97 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Tailor
ClothNinjaHood            |     33 |   15 |    0 | false  | false  | World.Orient      | Category.None       | Material.Cloth      | Market.Monk
ClothNinjaJacket          |     24 |    0 |    0 | false  | false  | World.Orient      | Category.None       | Material.Cloth      | Market.Monk
Club                      |     16 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Wood       | Market.Carpenter
CommodityDeed             |   1000 |   20 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Banker
DDRelicCoins              |      1 |    0 |  200 | false  | false  | World.None        | Category.None       | Material.None       | Market.Banker
ColorCandleLong           |    180 |    1 |   95 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
ColorCandleShort          |    170 |    1 |   95 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
ColoredArmoireA           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredArmoireB           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredCabinetA           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredCabinetB           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredCabinetC           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredCabinetD           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredCabinetE           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredCabinetF           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredCabinetG           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredCabinetH           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredCabinetI           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredCabinetJ           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredCabinetK           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredCabinetL           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredCabinetM           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredCabinetN           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredDresserA           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredDresserB           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredDresserC           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredDresserD           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredDresserE           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredDresserF           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredDresserG           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredDresserH           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredDresserI           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredDresserJ           |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelf1             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelf2             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelf3             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelf4             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelf5             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelf6             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelf7             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelf8             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfA             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfB             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfC             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfD             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfE             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfF             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfG             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfH             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfI             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfJ             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfK             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfL             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfM             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfN             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfO             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfP             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfQ             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfR             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfS             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfT             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfU             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfV             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfW             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfX             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfY             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredShelfZ             |    118 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ColoredWallTorch          |    100 |   20 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Home
ColoringBook              |   5000 |    0 |    0 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Sage
CompositeBow              |     45 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Wood       | Market.Bow
ContractOfEmployment      |   1252 |   15 |    0 | false  | false  | World.None        | Category.Tavern     | Material.None       | Market.Inn
CookedBird                |     17 |   15 |    0 | false  | false  | World.None        | Category.Supply     | Material.None       | Market.Cook
CookieMix                 |     30 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Cook
Cookies                   |      3 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Cook
CorpseChest               |    600 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Undertaker
CorpseSailor              |    600 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Undertaker
Cotton                    |      3 |   -1 |    0 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Tailor
CounterDark               |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
CounterFancy              |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
CounterLight              |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
CounterPolished           |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
CounterRustic             |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
CounterStained            |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
CounterWood               |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
CounterWooden             |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
CrescentBlade             |     37 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
CrestedShield             |    231 |   15 |    0 | false  | false  | World.None        | Category.Shield     | Material.Metal      | Market.Smith
Crossbow                  |     55 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Wood       | Market.Bow
Crystals                  |     10 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Jeweler
CulinarySet               |      3 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Cook
CultistRobe               |     40 |    5 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Tailor
CurtainsDeed              |   5000 |    1 |   90 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Home
CurvedFlask               |     70 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
Cutlass                   |     24 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
DaemonDartBoardEastDeed   |   1200 |    3 |   80 | false  | false  | World.None        | Category.Tavern     | Material.None       | Market.Inn
DaemonDartBoardSouthDeed  |   1200 |    3 |   80 | false  | false  | World.None        | Category.Tavern     | Material.None       | Market.Inn
DaemonMount               |  15000 |    5 |  101 | false  | false  | World.None        | Category.None       | Material.None       | Market.Necro
Dagger                    |     21 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
Daisho                    |     66 |   15 |    0 | false  | false  | World.Orient      | Category.Weapon     | Material.Metal      | Market.Monk,Market.Smith
DarkBrownTreeDeed         |    540 |    2 |   90 | false  | false  | World.None        | Category.None       | Material.None       | Market.Druid
DarkHeart                 |    500 |    5 |    0 | false  | false  | World.Ambrosia    | Category.None       | Material.None       | Market.Necro
DarkShield                |    231 |   15 |    0 | false  | false  | World.None        | Category.Shield     | Material.Metal      | Market.Smith
DartBoardEastDeed         |     32 |    0 |    0 | false  | false  | World.None        | Category.Tavern     | Material.None       | Market.Inn
DartBoardSouthDeed        |     32 |    0 |    0 | false  | false  | World.None        | Category.Tavern     | Material.None       | Market.Inn
DataPad                   |    300 |    0 |    0 | false  | false  | World.None        | Category.Book       | Material.None       | Market.Sage
DeadBodyEWDeed            |    345 |    3 |   95 | false  | false  | World.None        | Category.None       | Material.None       | Market.Evil
DeadBodyNSDeed            |    345 |    3 |   95 | false  | false  | World.None        | Category.None       | Material.None       | Market.Evil
DeadMask                  |     28 |   10 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Evil
DeamonHeadA               |    600 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Death
DeamonHeadB               |    600 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Death
DeamonHeadC               |    600 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Death
DeathKnightSpellbook      |    600 |    0 |    0 | false  | false  | World.None        | Category.Book       | Material.None       | Market.Death
BackpackArtifact          |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
BloodyWaterArtifact       |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
BooksFaceDownArtifact     |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
BooksNorthArtifact        |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
BooksWestArtifact         |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
BottleArtifact            |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
BrazierArtifact           |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
CocoonArtifact            |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
DamagedBooksArtifact      |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
EggCaseArtifact           |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
GruesomeStandardArtifact  |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
LampPostArtifact          |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
LeatherTunicArtifact      |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
RockArtifact              |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
RuinedPaintingArtifact    |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
SaddleArtifact            |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
SkinnedDeerArtifact       |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
